time a_x a_y a_z m_x m_y m_z baro
8490 2.4188201 -0.3701802 -9.8718210 -27.5344240 -9.0565030 17.4754800 967.1857143
8520 2.5111780 -0.3549119 -9.7631470 -27.3467710 -9.4564970 17.3815300 967.1642857
8550 2.4590114 -0.3409909 -9.8442040 -27.4875030 -9.3064955 17.0996930 967.1428571
8580 2.4068449 -0.3270698 -9.9252610 -27.6282350 -9.1564940 16.8178560 967.1214286
8610 2.5881180 -0.4821474 -9.9086450 -27.9096980 -8.9564970 17.0057530 967.1000000
8640 2.4278014 -0.4285588 -9.9176260 -27.6282350 -8.8564910 16.8178560 967.1257100
8670 2.4002585 -0.4692741 -9.9293020 -27.4405980 -9.4564970 17.0996860 967.1514200
8700 2.5191114 -0.4638853 -9.7607530 -27.5344240 -9.1564940 16.6299600 967.1771300
8730 2.4318430 -0.4099974 -9.7658415 -27.7220610 -8.9564970 17.0057530 967.2028400
8760 2.3974145 -0.3940556 -9.8332012 -27.5813295 -9.1564940 17.0527195 967.2285500
8790 2.3629860 -0.3781137 -9.9005610 -27.4405980 -9.3564910 17.0996860 967.2542600
8820 2.4513025 -0.3376977 -9.8480210 -27.6282350 -8.8564910 17.2875980 967.2799700
8850 2.5620720 -0.3745212 -9.7402450 -27.3467710 -9.6564940 16.9118040 967.2749750
8880 2.5638685 -0.3101550 -9.6790230 -27.7220610 -9.0565030 17.0996860 967.2699800
8910 2.5337810 -0.5035529 -9.8692770 -27.7220610 -9.0565030 17.0996860 967.2649850
8940 2.6050330 -0.4129912 -9.7944330 -27.7220610 -9.0565030 17.0996860 967.2599900
8970 2.5696315 -0.4549789 -9.8112730 -27.6282425 -9.1064985 17.0996860 967.2549950
9000 2.5342300 -0.4969665 -9.8281130 -27.5344240 -9.1564940 17.0996860 967.2500000
9030 2.5283920 -0.3456312 -9.7833560 -27.3467710 -9.6564940 16.9118040 967.2642857
9060 2.5610244 -0.3751199 -9.8689780 -27.2529600 -9.1564940 16.9118040 967.2785714
9090 2.6517358 -0.3927832 -9.8574510 -27.1591340 -9.6564940 17.3815300 967.2928571
9120 2.5741968 -0.3412903 -9.7854510 -27.4405980 -9.1564940 16.9118040 967.3071429
9150 2.5688080 -0.2516267 -9.8287115 -27.6282350 -9.1564940 16.8178560 967.3214286
9180 2.5435106 -0.2483336 -9.7986987 -27.6282350 -9.1064985 16.8178560 967.3357143
9210 2.5182133 -0.2450404 -9.7686860 -27.6282350 -9.0565030 16.8178560 967.3500000
9240 2.6111700 -0.3677852 -9.6764770 -27.7220610 -9.3564910 17.0996860 967.3257143
9270 2.3956182 -0.4026627 -9.8206280 -27.0653230 -9.4564970 17.0996860 967.3014286
9300 2.5530908 -0.3481760 -9.8129940 -27.6282350 -9.1564940 16.8178560 967.2771429
9330 2.7536738 -0.3438350 -9.8897840 -27.7220610 -9.3564910 16.9118040 967.2528571
9360 2.7072701 -0.3327580 -9.9164290 -27.4405980 -9.1564940 16.9118040 967.2285714
9390 2.6275609 -0.3540887 -9.8596217 -27.5344165 -9.3064955 16.8178555 967.2042857
9420 2.5478518 -0.3754193 -9.8028145 -27.6282350 -9.4564970 16.7239070 967.1800000
9450 2.5412655 -0.3242258 -9.7291680 -27.6282350 -9.1564940 16.8178560 967.1849933
9480 2.6110203 -0.3878435 -9.7818580 -27.8158720 -9.2565000 17.2875980 967.1899867
9510 2.6246421 -0.3996689 -9.7147980 -27.2529600 -9.7565000 16.9118040 967.1949800
9540 2.5942552 -0.3691324 -9.7420420 -27.2529600 -9.6564940 17.0996860 967.1999733
9570 2.5397685 -0.4593947 -9.7833560 -27.4405980 -9.1564940 16.9118040 967.2049667
9600 2.4149282 -0.4206253 -10.0188160 -27.7220610 -9.0565030 16.6299600 967.2099600
9630 2.4460634 -0.4422553 -9.9508570 -27.6751480 -9.2064970 16.6299600 967.2028229
9660 2.4771986 -0.4638853 -9.8828980 -27.6282350 -9.3564910 16.6299600 967.1956857
9690 2.4686663 -0.3366499 -9.8811030 -27.5344240 -9.3564910 17.2875980 967.1885486
9720 2.5207582 -0.3121010 -9.8444280 -27.8158720 -9.3564910 16.2541800 967.1814114
9750 2.5295897 -0.3233276 -9.8622420 -27.5344240 -9.4564970 16.9118040 967.1742743
9780 2.6303300 -0.4029620 -9.9203205 -27.5344240 -9.1564940 16.6299600 967.1671371
9810 2.5568330 -0.3779640 -9.8716718 -27.3936920 -9.3064955 16.6769335 967.1600000
9840 2.4833360 -0.3529660 -9.8230230 -27.2529600 -9.4564970 16.7239070 967.1657071
9870 2.5471032 -0.4290079 -9.7833560 -27.7220610 -9.3564910 16.4420620 967.1714143
9900 2.4560926 -0.3450325 -9.8122450 -27.6282350 -9.2565000 16.4420620 967.1771214
9930 2.4834855 -0.4171825 -9.8267650 -27.6282350 -9.1564940 17.2875980 967.1828286
9960 2.6011410 -0.4239185 -9.7625480 -27.2529600 -9.7565000 16.9118040 967.1885357
9990 2.5987458 -0.4008664 -9.7390480 -27.4405980 -9.3564910 16.2541800 967.1942429
10020 2.4586372 -0.4189787 -9.9319960 -27.6282350 -9.3564910 16.2541800 967.1999500
10050 2.4678430 -0.4516857 -9.8271390 -27.4875030 -9.7064970 16.5360180 967.1932917
10080 2.4770489 -0.4843927 -9.7222820 -27.3467710 -10.0565030 16.8178560 967.1866333
10110 2.7321186 -0.3969745 -9.8805040 -28.0035400 -9.3564910 16.4420620 967.1799750
10140 2.6476940 -0.2049238 -9.7616500 -27.5344240 -9.6564940 16.5360100 967.1733167
10170 2.6912534 -0.4089496 -9.6871050 -27.7220610 -9.3564910 16.9118040 967.1666583
10200 2.6135650 -0.3632945 -9.8623910 -27.6282350 -9.1564940 16.8178560 967.1600000
10230 2.5942552 -0.3789370 -9.7960790 -27.5344165 -9.4064940 16.7708815 967.1628571
10260 2.5749454 -0.3945795 -9.7297670 -27.4405980 -9.6564940 16.7239070 967.1657143
10290 2.5102800 -0.3978726 -9.9781010 -27.5344240 -9.4564970 16.9118040 967.1685714
10320 2.5294400 -0.4128415 -9.7986240 -27.7220610 -9.3564910 16.9118040 967.1714286
10350 2.6062303 -0.4062552 -9.6683940 -27.5344240 -9.4564970 16.9118040 967.1742857
10380 2.4381300 -0.3132985 -9.9496590 -27.5344240 -9.4564970 16.9118040 967.1771429
10410 2.4840844 -0.2893483 -9.9065490 -27.5344240 -9.3564910 17.2875980 967.1800000
10440 2.6328750 -0.3068619 -9.8225740 -27.7220610 -9.3564910 16.9118040 967.1857143
10470 2.6620642 -0.2787204 -9.9033310 -27.7220610 -9.5064925 16.7239070 967.1914286
10500 2.6912534 -0.2505789 -9.9840880 -27.7220610 -9.6564940 16.5360100 967.1971429
10530 2.5318350 -0.2670447 -9.8258670 -27.5344240 -9.9564970 17.1936500 967.2028571
10560 2.4950116 -0.3137476 -9.7839550 -27.3467710 -9.6564940 16.5360100 967.2085714
10590 2.4836352 -0.3207829 -9.6886020 -27.7220610 -9.5565030 16.4420620 967.2142857
10620 2.4626790 -0.3463797 -9.8225740 -27.6282350 -9.6564940 17.0996860 967.2200000
10650 2.5018225 -0.3689079 -9.8425575 -27.5344165 -9.5564955 16.9117965 967.2176923
10680 2.5409660 -0.3914360 -9.8625410 -27.4405980 -9.4564970 16.7239070 967.2153846
10710 2.6499395 -0.3860472 -9.7745240 -27.7220610 -9.5565030 16.4420620 967.2130769
10740 2.6619146 -0.3541635 -9.9252610 -27.6282350 -9.3564910 16.6299600 967.2107692
10770 2.5462050 -0.3326083 -9.8269150 -27.6282350 -9.6564940 17.0996860 967.2084615
10800 2.6801765 -0.3091072 -9.8822990 -27.4405980 -9.6564940 16.7239070 967.2061538
10830 2.5887167 -0.4779561 -9.8977170 -27.7220610 -9.5565030 16.4420620 967.2038462
10860 2.6373656 -0.4751868 -9.8262410 -27.7689665 -9.4564970 16.5360110 967.2015385
10890 2.6860144 -0.4724176 -9.7547650 -27.8158720 -9.3564910 16.6299600 967.1992308
10920 2.6318270 -0.2656975 -9.6667480 -27.8158720 -9.5565030 16.2541800 967.1969231
10950 2.6662555 -0.3814069 -9.7402450 -27.4405980 -9.7565000 16.5360100 967.1946154
10980 2.5888665 -0.4574487 -9.9212190 -27.7220610 -9.5565030 16.0662840 967.1923077
11010 2.6137147 -0.3800597 -9.9833390 -27.3467710 -9.4564970 16.5360100 967.1900000
11040 2.6095235 -0.4763095 -9.8477210 -27.6282350 -9.3564910 16.6299600 967.1857143
11070 2.5722509 -0.4233197 -9.8299830 -27.5344165 -9.4064940 16.6769335 967.1814286
11100 2.5349784 -0.3703299 -9.8122450 -27.4405980 -9.4564970 16.7239070 967.1771429
11130 2.6574240 -0.3519182 -9.7098580 -27.7220610 -9.4564970 16.9118040 967.1728571
11160 2.5722510 -0.4122427 -9.9046030 -27.6282350 -9.1564940 16.8178560 967.1685714
11190 2.5412655 -0.3385959 -9.8803540 -27.8158720 -9.2565000 16.8178560 967.1642857
11220 2.5610244 -0.5080435 -9.8270645 -27.6282350 -9.3564910 17.0996860 967.1600000
11250 2.5168662 -0.3640430 -9.8608940 -27.6282350 -9.3564910 16.6299600 967.1614286
11280 2.5413402 -0.3276686 -9.8165865 -27.7220535 -9.3564910 16.5360110 967.1628571
11310 2.5658143 -0.2912942 -9.7722790 -27.8158720 -9.3564910 16.4420620 967.1642857
11340 2.5496480 -0.3341052 -10.0020500 -27.7220610 -9.3564910 17.0996860 967.1657143
11370 2.5180635 -0.3525169 -9.9087940 -27.7220610 -9.3564910 16.9118040 967.1671429
11400 2.5649161 -0.4192781 -9.8338000 -27.6282350 -9.3564910 16.2541800 967.1685714
11430 2.5828788 -0.3137476 -9.8426320 -27.8158720 -9.3564910 16.4420620 967.1700000
11460 2.6747878 -0.4363426 -9.8104490 -27.3467710 -9.6564940 16.5360100 967.1766600
11490 2.6721682 -0.4200266 -9.8607445 -27.4405975 -9.5564955 16.4890360 967.1833200
11520 2.6695487 -0.4037105 -9.9110400 -27.5344240 -9.4564970 16.4420620 967.1899800
11550 2.6750872 -0.4569997 -9.7604530 -27.7220610 -9.4564970 16.9118040 967.1966400
11580 2.6629624 -0.4215235 -9.6812680 -27.6282350 -9.2565000 16.4420620 967.2033000
11610 2.6711953 -0.4417314 -9.8285620 -28.0035400 -9.0565030 16.8178560 967.2099600
11640 2.6050330 -0.3697311 -9.8125450 -27.7220610 -9.6564940 16.5360100 967.2042514
11670 2.6933491 -0.3930826 -9.8905325 -27.6282350 -9.6564940 16.7239070 967.1985429
11700 2.6554031 -0.3954028 -9.8465242 -27.7220535 -9.6064985 16.7239070 967.1928343
11730 2.6174570 -0.3977229 -9.8025160 -27.8158720 -9.5565030 16.7239070 967.1871257
11760 2.6566753 -0.4058061 -9.7644950 -27.5344240 -9.4564970 16.9118040 967.1814171
11790 2.5969496 -0.3480263 -9.9358880 -27.7220610 -9.4564970 16.9118040 967.1757086
11820 2.6173072 -0.3511697 -9.7541660 -27.5344240 -9.3564910 16.4420620 967.1700000
11850 2.6086254 -0.3622467 -9.8956220 -27.7220610 -9.3564910 16.4420620 967.1719980
11880 2.5545876 -0.3421884 -9.7484780 -27.8158720 -9.6564940 16.7239070 967.1739960
11910 2.5929080 -0.3539390 -9.7305155 -27.6751480 -9.5564955 16.5829845 967.1759940
11940 2.6312284 -0.3656895 -9.7125530 -27.5344240 -9.4564970 16.4420620 967.1779920
11970 2.5863218 -0.3918851 -9.6612090 -27.5344240 -9.4564970 16.4420620 967.1799900
12000 2.6689498 -0.3606001 -9.8336510 -27.6282350 -9.6564940 16.2541800 967.1819880
12030 2.6216483 -0.4462221 -9.8803540 -27.7220610 -9.6564940 16.5360100 967.1839860
12060 2.6478438 -0.3492238 -9.7300660 -27.6282350 -9.4564970 16.2541800 967.1859840
12090 2.6662555 -0.3748206 -9.7411430 -27.5344240 -9.6564940 16.5360100 967.1879820
12120 2.7078689 -0.3781137 -9.7299915 -27.6282425 -9.6064985 16.3011470 967.1899800
12150 2.7494824 -0.3814069 -9.7188400 -27.7220610 -9.5565030 16.0662840 967.1919780
12180 2.7014322 -0.3472778 -9.7658415 -27.6282350 -9.3564910 16.6299600 967.1939760
12210 2.6307793 -0.3956273 -9.9069990 -27.4405980 -9.4564970 16.7239070 967.1959740
12240 2.7033782 -0.3679349 -9.8391900 -27.7220610 -9.5565030 16.0662840 967.1979720
12270 2.6958938 -0.3588039 -9.7534180 -27.7220610 -9.5565030 16.4420620 967.1999700
12300 2.6734405 -0.3960764 -9.8854430 -27.7220610 -9.5565030 16.4420620 967.2019680
12330 2.6476940 -0.3149451 -9.8359710 -27.6751480 -9.6064985 16.3481210 967.2039660
12360 2.6219475 -0.2338138 -9.7864990 -27.6282350 -9.6564940 16.2541800 967.2059640
12390 2.6756860 -0.3671864 -9.7094090 -27.7220610 -9.5565030 16.4420620 967.2079620
12420 2.6032364 -0.3067122 -9.8086530 -27.7220610 -9.5565030 16.4420620 967.2099600
12450 2.6189540 -0.3796106 -9.6652510 -27.6282350 -9.4564970 16.7239070 967.2166333
12480 2.6261390 -0.4141887 -9.6784240 -27.7220610 -9.4564970 16.9118040 967.2233067
12510 2.5656648 -0.3968248 -9.7185400 -27.6282350 -9.6564940 16.7239070 967.2299800
12540 2.6307045 -0.3764671 -9.7048435 -27.7220535 -9.6064985 16.4890435 967.2366533
12570 2.6957443 -0.3561095 -9.6911470 -27.8158720 -9.5565030 16.2541800 967.2433267
12600 2.6077273 -0.3460803 -10.0225580 -27.9096980 -9.5565030 16.4420620 967.2500000
12630 2.5695565 -0.2836601 -9.8725700 -27.6282350 -9.6564940 16.7239070 967.2242857
12660 2.6018894 -0.3249742 -9.7725780 -27.7220610 -9.5565030 16.4420620 967.1985714
12690 2.6155110 -0.4331992 -9.8683790 -27.8158720 -9.3564910 16.4420620 967.1728571
12720 2.7327173 -0.3062631 -9.8800540 -27.8158720 -9.3564910 16.9118040 967.1471429
12750 2.6958190 -0.3268453 -9.8354470 -27.7220535 -9.4064940 16.8178555 967.1214286
12780 2.6589208 -0.3474275 -9.7908400 -27.6282350 -9.4564970 16.7239070 967.0957143
12810 2.6339228 -0.3927832 -9.7270730 -27.3467710 -9.4564970 16.9118040 967.0700000
12840 2.6723928 -0.4821474 -9.9101420 -27.8158720 -9.3564910 16.4420620 967.1671429
12870 2.7364595 -0.3951782 -9.7393465 -27.7220610 -9.3564910 16.4420620 967.2642857
12900 2.6559270 -0.4629872 -9.8194300 -27.3467710 -9.6564940 16.5360100 967.3614286
12930 2.7405012 -0.3143463 -9.9680710 -27.5344240 -9.4564970 16.9118040 967.4585714
12960 2.7332412 -0.3367996 -9.8716715 -27.6282425 -9.4064940 16.9118040 967.5557143
12990 2.7259812 -0.3592529 -9.7752720 -27.7220610 -9.3564910 16.9118040 967.6528571
13020 2.6375153 -0.4082011 -9.8677800 -27.7220610 -9.3564910 16.4420620 967.7500000
13050 2.7277775 -0.2210902 -9.6871050 -27.5344240 -9.6564940 16.5360100 967.6614286
13080 2.6099725 -0.2308200 -9.7296170 -28.0973510 -9.0565030 16.6299600 967.5728571
13110 2.7017317 -0.3376977 -9.8387400 -28.0973510 -9.2565000 16.2541800 967.4842857
13140 2.5523424 -0.3778143 -9.8228730 -27.6282350 -9.7565000 16.3481300 967.3957143
13170 2.5667125 -0.3171155 -9.7841785 -27.5813295 -9.6064985 16.3950960 967.3071429
13200 2.5810826 -0.2564168 -9.7454840 -27.5344240 -9.4564970 16.4420620 967.2185714
13230 2.6388624 -0.2309697 -9.7285690 -27.8158720 -9.6564940 16.2541800 967.1300000
13260 2.7027795 -0.2465373 -9.6912970 -27.8158720 -9.5565030 16.7239070 967.1500000
13290 2.7460396 -0.2562671 -9.7375510 -27.8158720 -9.6564940 16.2541800 967.1700000
13320 2.6915529 -0.2785707 -9.8686780 -27.5344240 -9.6564940 16.9118040 967.1900000
13350 2.5545876 -0.3233276 -9.7893430 -27.4405980 -9.9564970 16.5360100 967.2100000
13380 2.5921595 -0.3133733 -9.7760955 -27.6282350 -9.7565000 16.2071985 967.2300000
13410 2.6297314 -0.3034190 -9.7628480 -27.8158720 -9.5565030 15.8783870 967.2500000
13440 2.6554780 -0.2634521 -9.8335010 -27.7220610 -9.6564940 16.5360100 967.2457143
13470 2.7189460 -0.2293231 -9.7628480 -27.6282350 -9.7565000 16.3481300 967.2414286
13500 2.6644592 -0.2932402 -9.8315550 -27.7220610 -9.9564970 15.8783870 967.2371429
13530 2.7611582 -0.3752696 -9.8866410 -27.9096980 -9.5565030 16.0662840 967.2328571
13560 2.7111620 -0.3454816 -9.7570100 -27.8158720 -9.6564940 16.2541800 967.2285714
13590 2.7051745 -0.3086582 -9.7556625 -27.7220535 -9.7064970 16.3011550 967.2242857
13620 2.6991870 -0.2718347 -9.7543150 -27.6282350 -9.7565000 16.3481300 967.2200000
13650 2.7253826 -0.3472778 -9.7977260 -27.8158720 -9.5565030 16.7239070 967.2128571
13680 2.7825637 -0.3833528 -9.7381500 -27.9096980 -9.6564940 16.5360100 967.2057143
13710 2.6155110 -0.2936893 -9.9420250 -27.7220610 -9.5565030 16.4420620 967.1985714
13740 2.6614654 -0.3375481 -9.8760130 -27.6282350 -9.6564940 16.7239070 967.1914286
13770 2.7372080 -0.4384383 -9.8721210 -27.6282350 -9.9564970 16.0662840 967.1842857
13800 2.7506799 -0.3989953 -9.8313310 -27.6751480 -9.9064940 16.0662840 967.1771429
13830 2.7641518 -0.3595523 -9.7905410 -27.7220610 -9.8564910 16.0662840 967.1700000
13860 2.7434950 -0.3438350 -9.7478790 -27.7220610 -9.8564910 16.5360100 967.1721032
13890 2.7854078 -0.3514691 -9.6670475 -27.4405980 -9.7565000 16.7239070 967.1742063
13920 2.7759774 -0.2260300 -9.7197380 -27.6282350 -9.7565000 16.3481300 967.1763095
13950 2.7161020 -0.3552113 -9.7302160 -27.8158720 -9.6564940 16.2541800 967.1784126
13980 2.6843680 -0.3059637 -9.8270645 -27.8158720 -9.8564910 16.2541800 967.1805158
14010 2.7735075 -0.3125501 -9.7412927 -27.6282350 -9.8064955 16.1602320 967.1826189
14040 2.8626470 -0.3191364 -9.6555210 -27.4405980 -9.7565000 16.0662840 967.1847221
14070 2.8605514 -0.3174898 -9.7540170 -27.7220610 -9.6564940 16.5360100 967.1868253
14100 2.7894492 -0.1924997 -9.8487690 -27.8158720 -9.3564910 16.2541800 967.1889284
14130 2.7162516 -0.3095563 -9.7763200 -27.8158720 -9.8564910 15.8783870 967.1910316
14160 2.8198361 -0.3062631 -9.8884370 -27.7220610 -9.8564910 16.0662840 967.1931347
14190 2.6306295 -0.2960843 -9.7981750 -27.6282350 -10.0565030 16.1602170 967.1952379
14220 2.6814489 -0.2930157 -9.7448105 -27.7689665 -9.8564985 16.1132505 967.1973411
14250 2.7322683 -0.2899471 -9.6914460 -27.9096980 -9.6564940 16.0662840 967.1994442
14280 2.7081683 -0.2621050 -9.7622490 -27.9096980 -9.8564910 16.0662840 967.2015474
14310 2.8056157 -0.2712360 -9.6571670 -27.6282350 -10.0565030 16.1602170 967.2036505
14340 2.7744803 -0.2639012 -9.7388980 -27.5344240 -9.6564940 16.0662840 967.2057537
14370 2.6990373 -0.3204836 -9.8743660 -27.7220610 -9.6564940 16.0662840 967.2078568
14400 2.7725344 -0.3070116 -9.7878460 -27.7220610 -9.6564940 16.5360100 967.2099600
14430 2.7503806 -0.3472778 -9.8158380 -27.6751480 -9.7064970 16.4420700 967.2085300
14460 2.7282267 -0.3875441 -9.8438300 -27.6282350 -9.7565000 16.3481300 967.2071000
14490 2.6738896 -0.3393443 -9.8915810 -27.5344240 -9.7565000 16.5360100 967.2056700
14520 2.7298732 -0.4474196 -9.7655420 -27.8158720 -9.6564940 16.7239070 967.2042400
14550 2.7298732 -0.3550617 -9.7773680 -27.7220610 -9.6564940 16.5360100 967.2028100
14580 2.6388624 -0.3415897 -9.9025080 -28.0035400 -9.3564910 16.2541800 967.2013800
14610 2.6348210 -0.3367996 -9.7403950 -27.9096980 -9.5565030 16.4420620 967.1999500
14640 2.6962681 -0.3162174 -9.7961537 -27.9096980 -9.6064985 16.4890360 967.1942429
14670 2.7577152 -0.2956352 -9.8519125 -27.9096980 -9.6564940 16.5360100 967.1885357
14700 2.7657986 -0.2772235 -9.6715380 -27.7220610 -9.8564910 16.5360100 967.1828286
14730 2.7704390 -0.3121010 -9.7501250 -27.7220610 -9.9564970 16.3481300 967.1771214
14760 2.6640100 -0.2909949 -9.7616500 -27.5344240 -9.6564940 16.5360100 967.1714143
14790 2.6277854 -0.2597099 -9.8433810 -27.6282350 -9.6564940 16.2541800 967.1657071
14820 2.6426046 -0.2953359 -9.7221330 -27.8158720 -9.8564910 16.2541800 967.1600000
14850 2.6726172 -0.2835104 -9.7216090 -27.8158720 -9.9064940 16.3950950 967.1594980
14880 2.7026298 -0.2716850 -9.7210850 -27.8158720 -9.9564970 16.5360100 967.1589960
14910 2.6289830 -0.3594026 -9.7778170 -27.6282350 -9.9564970 16.0662840 967.1584940
14940 2.7249334 -0.3146457 -9.7230310 -27.7220610 -9.5565030 16.0662840 967.1579920
14970 2.6084757 -0.3290158 -9.7305155 -27.8158720 -9.8564910 16.2541800 967.1574900
15000 2.6926007 -0.2716850 -9.8426320 -27.6282350 -9.9564970 16.0662840 967.1569880
15030 2.6789790 -0.2324666 -9.7998210 -27.4405980 -9.6564940 16.7239070 967.1564860
15060 2.7406508 -0.3113525 -9.6894255 -27.5813295 -9.6564940 16.3950955 967.1559840
15090 2.8023226 -0.3902385 -9.5790300 -27.7220610 -9.6564940 16.0662840 967.1554820
15120 2.6764343 -0.3752696 -9.8457760 -28.0973510 -9.2565000 17.0996860 967.1549800
15150 2.7258315 -0.3272196 -9.8496680 -27.5344240 -10.0565030 16.8178560 967.1544780
15180 2.6238935 -0.3562592 -9.7201870 -27.6282350 -9.9564970 16.0662840 967.1539760
15210 2.6415567 -0.3900888 -9.6917460 -27.6282350 -9.6564940 16.2541800 967.1534740
15240 2.6776319 -0.2891986 -9.6609100 -27.6282350 -9.6564940 16.2541800 967.1529720
15270 2.7090666 -0.2993026 -9.7090350 -27.6282350 -9.8064955 16.3950950 967.1524700
15300 2.7405012 -0.3094066 -9.7571600 -27.6282350 -9.9564970 16.5360100 967.1519680
15330 2.7333160 -0.3571573 -9.8134430 -27.5344240 -9.7565000 16.5360100 967.1514660
15360 2.7071204 -0.2833607 -9.7297670 -27.6282350 -9.7565000 16.3481300 967.1509640
15390 2.7768755 -0.2389032 -9.8403860 -27.5344240 -9.7565000 16.5360100 967.1504620
15420 2.6337730 -0.2704875 -9.6951885 -27.5344240 -9.7565000 16.9118040 967.1499600
15450 2.7038274 -0.2939887 -9.7616500 -27.6282350 -9.9564970 16.5360100 967.1666333
15480 2.6536817 -0.3082091 -9.7713800 -27.6751480 -9.8064955 16.5360100 967.1833067
15510 2.6035360 -0.3224295 -9.7811100 -27.7220610 -9.6564940 16.5360100 967.1999800
15540 2.6294320 -0.3372487 -9.6037290 -27.7220610 -9.8564910 16.0662840 967.2166533
15570 2.7105634 -0.2856061 -9.6648020 -27.5344240 -9.7565000 16.3481300 967.2333267
15600 2.8232790 -0.2149530 -9.8840960 -27.5344240 -9.7565000 16.3481300 967.2500000
15630 2.7753785 -0.2553689 -9.8866410 -27.7220610 -9.6564940 16.0662840 967.2357086
15660 2.7295737 -0.2962340 -9.7147980 -27.6282350 -9.6564940 16.2541800 967.2214171
15690 2.7149792 -0.3016976 -9.7133010 -27.5344165 -9.8064955 16.2071985 967.2071257
15720 2.7003846 -0.3071612 -9.7118040 -27.4405980 -9.9564970 16.1602170 967.1928343
15750 2.6767337 -0.3360512 -9.7965280 -27.5344240 -9.7565000 16.3481300 967.1785429
15780 2.8051667 -0.3522176 -9.8385910 -27.8158720 -9.6564940 16.2541800 967.1642514
15810 2.6548790 -0.2384541 -9.7186900 -27.6282350 -9.6564940 16.7239070 967.1499600
15840 2.6689498 -0.2490820 -9.7164450 -27.7220610 -9.6564940 16.5360100 967.1556800
15870 2.7081683 -0.2847079 -9.5986395 -27.5344240 -9.6564940 16.0662840 967.1614000
15900 2.7143804 -0.3498974 -9.6948897 -27.6282425 -9.6064985 16.2541730 967.1671200
15930 2.7205925 -0.4150868 -9.7911400 -27.7220610 -9.5565030 16.4420620 967.1728400
15960 2.6490412 -0.3113526 -9.6941410 -27.6282350 -9.4564970 16.7239070 967.1785600
15990 2.6798773 -0.3628455 -9.8308070 -27.3467710 -9.4564970 16.9118040 967.1842800
16020 2.5264463 -0.5792953 -9.7583570 -27.3467710 -9.4564970 16.9118040 967.1900000
16050 2.6346712 -0.4129912 -9.7141990 -27.9096980 -8.9564970 16.6299600 967.1885714
16080 2.6108706 -0.4369414 -9.7537170 -28.1911770 -8.6564940 16.5360100 967.1871429
16110 2.5655149 -0.4257896 -9.8141910 -28.0504375 -8.9564970 16.5829850 967.1857143
16140 2.5201592 -0.4146377 -9.8746650 -27.9096980 -9.2565000 16.6299600 967.1842857
16170 2.5042922 -0.4122427 -9.8598460 -27.2529600 -9.3564910 16.7239070 967.1828571
